id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
18444,41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,726,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
18445,27,housemaid,married,high.school,no,yes,no,cellular,mar,fri,378,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes
18446,47,admin.,married,high.school,no,yes,no,telephone,may,fri,352,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
18447,31,management,married,high.school,no,yes,yes,telephone,jun,tue,343,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18448,32,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18449,45,technician,married,professional.course,no,no,no,cellular,jul,wed,394,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18450,39,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,471,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18451,44,technician,married,professional.course,no,yes,no,telephone,jun,fri,189,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
18452,27,admin.,married,high.school,no,yes,yes,cellular,jul,mon,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18453,47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,532,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
18454,29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,118,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
18455,41,admin.,divorced,high.school,no,no,no,cellular,apr,fri,620,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
18456,29,blue-collar,single,basic.6y,no,yes,no,telephone,jun,thu,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
18457,53,services,married,high.school,unknown,no,no,telephone,jun,fri,373,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
18458,36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,30,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18459,63,technician,married,high.school,no,no,no,cellular,apr,mon,176,3,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes
18460,44,blue-collar,single,basic.6y,unknown,yes,no,cellular,nov,thu,39,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
18461,32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,274,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18462,26,services,single,university.degree,no,yes,no,telephone,may,tue,139,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
18463,21,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,279,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
18464,36,blue-collar,divorced,high.school,no,no,no,telephone,may,tue,531,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18465,28,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,523,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18466,50,blue-collar,married,high.school,unknown,no,no,telephone,may,mon,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18467,33,admin.,married,university.degree,no,yes,no,cellular,may,mon,740,1,3,2,success,-1.8,93.876,-40,0.685,5008.7,yes
18468,47,management,married,basic.9y,no,yes,no,cellular,jun,tue,181,3,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
18469,30,technician,single,university.degree,no,yes,no,cellular,may,mon,177,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
18470,41,self-employed,married,unknown,unknown,no,no,cellular,may,wed,100,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
18471,54,blue-collar,married,basic.4y,no,no,no,cellular,sep,fri,49,2,999,1,failure,-3.4,92.379,-29.8,0.741,5017.5,no
18472,30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,244,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
18473,42,management,married,university.degree,no,no,no,telephone,may,fri,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18474,42,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,94,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,no
18475,36,technician,single,university.degree,no,no,no,telephone,may,thu,738,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18476,34,admin.,married,university.degree,no,yes,no,cellular,aug,thu,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18477,33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18478,31,admin.,single,university.degree,no,no,no,telephone,apr,wed,85,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
18479,49,services,divorced,basic.9y,no,no,no,telephone,may,mon,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
18480,31,admin.,single,university.degree,no,yes,yes,telephone,nov,thu,90,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
18481,34,admin.,single,university.degree,unknown,no,yes,cellular,aug,mon,27,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18482,50,unknown,married,unknown,unknown,yes,no,cellular,jul,mon,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18483,34,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,18,30,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
18484,43,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,2016,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
18485,31,admin.,married,university.degree,no,yes,no,telephone,may,tue,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18486,34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18487,55,retired,married,high.school,no,yes,no,cellular,may,tue,228,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
18488,30,admin.,married,high.school,no,yes,yes,telephone,may,thu,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18489,52,unknown,married,basic.4y,no,no,no,telephone,jun,mon,253,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
18490,32,unemployed,single,university.degree,no,yes,no,telephone,apr,wed,165,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,yes
18491,45,admin.,single,university.degree,no,yes,no,cellular,jul,thu,544,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
18492,45,technician,divorced,professional.course,no,yes,no,telephone,may,fri,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
18493,38,blue-collar,single,high.school,no,yes,yes,telephone,jun,thu,21,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,no
18494,32,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,642,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
18495,21,admin.,single,high.school,no,yes,no,cellular,jul,wed,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
18496,33,admin.,married,university.degree,no,yes,no,telephone,jul,fri,52,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18497,37,services,married,high.school,no,no,no,cellular,aug,tue,249,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18498,36,services,divorced,high.school,no,no,no,cellular,nov,tue,87,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
18499,50,admin.,married,high.school,no,no,no,telephone,may,thu,290,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18500,45,technician,married,basic.9y,unknown,no,no,telephone,may,tue,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18501,32,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,83,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
18502,28,services,married,high.school,no,no,no,cellular,jul,tue,413,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18503,28,admin.,single,high.school,no,no,no,cellular,jul,thu,720,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
18504,35,technician,single,professional.course,no,no,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18505,39,unemployed,married,high.school,no,yes,no,telephone,may,fri,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18506,54,admin.,married,university.degree,no,yes,no,cellular,jun,thu,151,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
18507,45,blue-collar,married,unknown,unknown,yes,no,cellular,may,tue,131,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
18508,32,services,married,high.school,unknown,yes,no,telephone,may,thu,177,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18509,28,management,married,high.school,unknown,yes,no,telephone,may,wed,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
18510,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,364,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18511,51,entrepreneur,divorced,university.degree,no,yes,no,cellular,may,mon,212,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
18512,50,unemployed,married,basic.9y,unknown,no,yes,cellular,aug,wed,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18513,35,management,married,university.degree,no,yes,yes,telephone,may,fri,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18514,59,housemaid,married,high.school,unknown,no,no,telephone,jun,thu,331,12,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
18515,42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,61,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
18516,36,blue-collar,married,unknown,no,no,no,cellular,apr,thu,1174,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
18517,39,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,214,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
18518,35,technician,married,high.school,no,yes,no,telephone,aug,fri,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18519,33,admin.,divorced,high.school,no,no,no,cellular,jul,wed,249,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18520,47,services,married,high.school,no,no,no,cellular,aug,fri,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
18521,43,services,single,high.school,unknown,no,no,cellular,nov,fri,298,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
18522,25,admin.,married,unknown,no,no,no,cellular,nov,thu,241,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
18523,55,technician,single,professional.course,no,yes,no,cellular,nov,mon,286,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
18524,25,technician,single,university.degree,no,yes,no,cellular,jul,wed,259,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18525,29,unemployed,married,university.degree,no,no,no,cellular,jul,thu,275,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
18526,59,retired,married,high.school,unknown,no,no,telephone,may,wed,294,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
18527,34,technician,single,university.degree,no,yes,no,cellular,aug,thu,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18528,34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,71,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
18529,41,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,81,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
18530,34,admin.,married,university.degree,no,yes,no,telephone,may,thu,419,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18531,35,technician,married,university.degree,no,yes,no,cellular,jul,fri,236,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,no
18532,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,149,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18533,48,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,413,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
18534,33,technician,married,professional.course,no,yes,yes,cellular,aug,mon,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18535,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18536,40,admin.,married,high.school,no,no,no,cellular,aug,tue,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18537,41,technician,married,professional.course,no,no,no,cellular,aug,mon,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
18538,57,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,647,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18539,33,technician,married,professional.course,no,no,no,cellular,aug,tue,129,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
18540,30,services,single,university.degree,no,yes,no,cellular,jul,mon,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
18541,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,180,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
18542,24,student,single,high.school,no,no,no,cellular,jul,wed,115,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,no
18543,41,services,married,basic.9y,no,no,no,cellular,jul,mon,88,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
18544,33,blue-collar,married,high.school,no,no,no,telephone,may,tue,328,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18545,43,management,married,professional.course,no,yes,no,telephone,may,tue,310,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18546,34,services,divorced,professional.course,unknown,yes,no,telephone,may,thu,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18547,32,admin.,married,high.school,no,no,yes,cellular,may,thu,142,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
18548,32,admin.,single,university.degree,no,no,no,telephone,may,mon,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18549,32,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,137,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
18550,41,technician,married,university.degree,no,yes,yes,cellular,aug,tue,124,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
18551,51,technician,married,high.school,no,no,no,cellular,jul,mon,284,1,6,3,success,-1.7,94.215,-40.3,0.889,4991.6,yes
18552,35,management,married,university.degree,no,no,yes,telephone,aug,mon,67,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18553,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,179,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
18554,33,management,single,university.degree,no,yes,no,cellular,jun,wed,442,2,999,3,failure,-1.7,94.055,-39.8,0.739,4991.6,no
18555,55,housemaid,married,university.degree,no,no,no,cellular,aug,wed,363,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18556,32,management,single,university.degree,no,yes,no,cellular,apr,mon,122,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
18557,35,management,divorced,university.degree,no,yes,no,cellular,aug,mon,961,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
18558,39,self-employed,married,high.school,no,yes,no,cellular,may,mon,31,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
18559,31,housemaid,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18560,39,technician,divorced,professional.course,no,yes,no,telephone,may,fri,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18561,53,entrepreneur,married,university.degree,unknown,no,yes,telephone,may,fri,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18562,44,technician,married,professional.course,no,yes,yes,cellular,aug,wed,236,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18563,40,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,337,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
18564,40,admin.,married,university.degree,unknown,yes,yes,telephone,may,thu,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18565,48,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,544,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18566,41,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,753,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18567,43,admin.,divorced,high.school,no,yes,no,telephone,jul,mon,109,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18568,31,admin.,single,university.degree,no,no,no,telephone,jun,fri,19,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
18569,34,entrepreneur,married,basic.4y,no,no,no,telephone,may,wed,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
18570,29,technician,married,university.degree,no,yes,no,cellular,apr,mon,116,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,no
18571,47,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18572,41,services,single,basic.9y,no,no,no,cellular,nov,thu,146,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
18573,53,services,married,high.school,no,no,yes,cellular,jul,wed,159,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18574,42,admin.,single,university.degree,no,yes,no,cellular,jun,mon,570,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
18575,43,technician,single,university.degree,no,no,yes,telephone,may,tue,1100,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
18576,32,admin.,single,university.degree,no,yes,no,cellular,jul,tue,59,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18577,28,admin.,divorced,high.school,no,no,yes,telephone,may,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18578,59,retired,married,basic.9y,no,yes,no,cellular,aug,mon,337,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18579,27,services,single,high.school,no,yes,no,cellular,jul,fri,71,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
18580,57,management,married,university.degree,no,yes,no,cellular,aug,tue,71,1,5,2,failure,-2.9,92.201,-31.4,0.883,5076.2,no
18581,41,admin.,married,university.degree,no,no,no,cellular,sep,mon,133,3,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,no
18582,26,services,single,high.school,no,no,no,cellular,jul,tue,180,2,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes
18583,58,services,married,high.school,no,no,no,cellular,mar,mon,198,2,999,2,failure,-1.8,93.369,-34.8,0.635,5008.7,no
18584,49,admin.,married,university.degree,no,no,yes,cellular,aug,tue,414,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
18585,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
18586,47,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,140,1,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,no
18587,34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,479,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
18588,36,admin.,married,high.school,no,yes,no,cellular,may,mon,4,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
18589,52,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,161,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
18590,50,management,married,university.degree,no,no,no,cellular,nov,tue,66,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
18591,35,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,275,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
18592,54,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,159,2,4,1,success,-0.1,93.2,-42,4.12,5195.8,no
18593,35,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,15,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
18594,41,housemaid,married,basic.6y,no,yes,no,cellular,may,tue,223,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
18595,53,technician,married,unknown,no,yes,no,telephone,jun,thu,134,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
18596,29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,155,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18597,38,blue-collar,married,high.school,no,yes,no,telephone,may,fri,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
18598,33,technician,divorced,professional.course,no,yes,yes,cellular,may,tue,668,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
18599,29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,481,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
18600,38,technician,married,professional.course,no,no,no,cellular,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
18601,36,services,married,high.school,no,no,no,cellular,may,thu,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
18602,36,technician,married,high.school,no,no,no,cellular,jul,wed,1165,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18603,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,71,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18604,47,management,married,basic.9y,no,no,no,telephone,nov,mon,53,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
18605,30,blue-collar,married,professional.course,no,no,no,cellular,nov,wed,332,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
18606,48,services,married,basic.4y,unknown,yes,no,cellular,aug,fri,119,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18607,43,technician,single,professional.course,no,yes,no,telephone,jun,wed,184,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
18608,26,admin.,single,high.school,no,no,no,telephone,may,tue,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18609,30,admin.,divorced,basic.6y,no,no,no,cellular,jul,wed,144,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18610,36,admin.,married,high.school,no,no,no,cellular,aug,mon,54,5,999,0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,no
18611,28,technician,married,basic.9y,no,no,no,cellular,apr,thu,442,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
18612,53,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,413,1,6,2,success,-1.7,94.215,-40.3,0.84,4991.6,yes
18613,43,technician,married,professional.course,unknown,no,no,cellular,aug,mon,67,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18614,32,technician,single,professional.course,no,yes,no,telephone,jun,mon,371,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18615,48,unemployed,married,basic.4y,unknown,yes,no,cellular,aug,wed,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18616,35,admin.,married,university.degree,no,no,no,cellular,jul,tue,480,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18617,52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,551,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
18618,43,admin.,married,basic.9y,unknown,no,no,cellular,jul,thu,294,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
18619,35,services,married,basic.6y,no,no,no,cellular,may,mon,392,2,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes
18620,55,admin.,married,high.school,no,yes,no,cellular,jun,mon,177,5,999,1,failure,-2.9,92.963,-40.8,1.215,5076.2,no
18621,33,technician,married,basic.9y,no,no,no,telephone,may,mon,493,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18622,25,self-employed,single,unknown,no,no,no,cellular,apr,mon,232,3,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,no
18623,32,management,married,university.degree,no,yes,no,telephone,may,thu,619,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18624,41,admin.,single,university.degree,no,yes,no,cellular,jul,fri,706,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
18625,41,admin.,single,university.degree,no,no,no,cellular,apr,mon,115,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
18626,51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18627,39,admin.,single,unknown,no,no,no,cellular,nov,fri,73,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
18628,50,technician,married,professional.course,unknown,no,no,telephone,may,wed,239,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18629,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18630,44,admin.,married,high.school,no,no,no,telephone,may,wed,228,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18631,33,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,fri,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18632,23,student,single,professional.course,no,yes,no,cellular,sep,wed,316,1,8,2,success,-1.1,94.199,-37.5,0.876,4963.6,yes
18633,45,unemployed,married,high.school,no,no,no,cellular,sep,wed,1081,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,yes
18634,48,technician,married,professional.course,unknown,no,no,cellular,aug,mon,43,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18635,41,admin.,married,university.degree,unknown,yes,no,cellular,nov,tue,331,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
18636,45,technician,married,basic.9y,no,no,no,cellular,may,fri,144,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
18637,29,admin.,single,high.school,no,no,no,cellular,aug,tue,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18638,55,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,322,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
18639,49,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,311,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
18640,34,technician,married,high.school,no,yes,yes,cellular,nov,thu,116,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
